년도,분기,광역시도,시군구,업종,값(퍼센트(％))
5년 생존율,4,서울,마포구,외식업,26.6
1년 생존율,1,서울,마포구,서비스업,82
3년 생존율,1,서울,마포구,서비스업,61.1
5년 생존율,1,서울,마포구,서비스업,44.8
1년 생존율,1,서울,마포구,소매업,79.8
3년 생존율,1,서울,마포구,소매업,55.2
5년 생존율,1,서울,마포구,소매업,41.4
1년 생존율,1,서울,마포구,외식업,69.4
3년 생존율,1,서울,마포구,외식업,40.5
5년 생존율,1,서울,마포구,외식업,25.6
1년 생존율,2,서울,마포구,서비스업,82.3
3년 생존율,2,서울,마포구,서비스업,60.2
5년 생존율,2,서울,마포구,서비스업,43.4
1년 생존율,2,서울,마포구,소매업,80.7
3년 생존율,2,서울,마포구,소매업,53.9
5년 생존율,2,서울,마포구,소매업,41.9
1년 생존율,2,서울,마포구,외식업,68.5
3년 생존율,2,서울,마포구,외식업,40.2
5년 생존율,2,서울,마포구,외식업,25.9
1년 생존율,3,서울,마포구,서비스업,82.7
3년 생존율,3,서울,마포구,서비스업,61.7
5년 생존율,3,서울,마포구,서비스업,45.3
1년 생존율,3,서울,마포구,소매업,79.5
3년 생존율,3,서울,마포구,소매업,54.8
5년 생존율,3,서울,마포구,소매업,43.3
1년 생존율,3,서울,마포구,외식업,70.4
3년 생존율,3,서울,마포구,외식업,40.4
5년 생존율,3,서울,마포구,외식업,24.8
1년 생존율,4,서울,마포구,서비스업,80.8
3년 생존율,4,서울,마포구,서비스업,61.6
5년 생존율,4,서울,마포구,서비스업,44.9
1년 생존율,4,서울,마포구,소매업,78.3
3년 생존율,4,서울,마포구,소매업,55.5
5년 생존율,4,서울,마포구,소매업,44.8
1년 생존율,4,서울,마포구,외식업,69.2
3년 생존율,4,서울,마포구,외식업,41.7
5년 생존율,4,서울,마포구,외식업,24
1년 생존율,1,서울,마포구,서비스업,79.8
3년 생존율,1,서울,마포구,서비스업,60.6
5년 생존율,1,서울,마포구,서비스업,48.1
1년 생존율,1,서울,마포구,소매업,76.8
3년 생존율,1,서울,마포구,소매업,55.4
5년 생존율,1,서울,마포구,소매업,43
1년 생존율,1,서울,마포구,외식업,69.8
3년 생존율,1,서울,마포구,외식업,41.3
5년 생존율,1,서울,마포구,외식업,23.3
1년 생존율,2,서울,마포구,서비스업,79.7
3년 생존율,2,서울,마포구,서비스업,60.4
5년 생존율,2,서울,마포구,서비스업,48.9
1년 생존율,2,서울,마포구,소매업,77.2
3년 생존율,2,서울,마포구,소매업,55.2
5년 생존율,2,서울,마포구,소매업,43.5
1년 생존율,2,서울,마포구,외식업,72.3
3년 생존율,2,서울,마포구,외식업,42.5
5년 생존율,2,서울,마포구,외식업,24
1년 생존율,3,서울,마포구,서비스업,82.1
3년 생존율,3,서울,마포구,서비스업,59
5년 생존율,3,서울,마포구,서비스업,49.4
1년 생존율,3,서울,마포구,소매업,79.2
3년 생존율,3,서울,마포구,소매업,57.3
5년 생존율,3,서울,마포구,소매업,43.6
1년 생존율,3,서울,마포구,외식업,74
3년 생존율,3,서울,마포구,외식업,41.1
5년 생존율,3,서울,마포구,외식업,24.8
1년 생존율,4,서울,마포구,서비스업,82
3년 생존율,4,서울,마포구,서비스업,60.2
5년 생존율,4,서울,마포구,서비스업,49.4
1년 생존율,4,서울,마포구,소매업,75.8
3년 생존율,4,서울,마포구,소매업,53.5
5년 생존율,4,서울,마포구,소매업,42
1년 생존율,4,서울,마포구,외식업,69
3년 생존율,4,서울,마포구,외식업,38.8
5년 생존율,4,서울,마포구,외식업,24.5
1년 생존율,1,서울,마포구,서비스업,85.1
3년 생존율,1,서울,마포구,서비스업,62.2
5년 생존율,1,서울,마포구,서비스업,53
1년 생존율,1,서울,마포구,소매업,78.7
3년 생존율,1,서울,마포구,소매업,55.6
5년 생존율,1,서울,마포구,소매업,46.5
1년 생존율,1,서울,마포구,외식업,71.3
3년 생존율,1,서울,마포구,외식업,42.1
5년 생존율,1,서울,마포구,외식업,31.9
1년 생존율,2,서울,마포구,서비스업,85.3
3년 생존율,2,서울,마포구,서비스업,62.3
5년 생존율,2,서울,마포구,서비스업,51.4
1년 생존율,2,서울,마포구,소매업,78.5
3년 생존율,2,서울,마포구,소매업,55.5
5년 생존율,2,서울,마포구,소매업,45.4
1년 생존율,2,서울,마포구,외식업,71.4
3년 생존율,2,서울,마포구,외식업,42
5년 생존율,2,서울,마포구,외식업,30.2
1년 생존율,3,서울,마포구,서비스업,85.3
3년 생존율,3,서울,마포구,서비스업,62.3
5년 생존율,3,서울,마포구,서비스업,50.1
1년 생존율,3,서울,마포구,소매업,78.5
3년 생존율,3,서울,마포구,소매업,55.4
5년 생존율,3,서울,마포구,소매업,44.2
1년 생존율,3,서울,마포구,외식업,71.3
3년 생존율,3,서울,마포구,외식업,42
5년 생존율,3,서울,마포구,외식업,28.6
1년 생존율,1,서울,서대문구,서비스업,81.6
3년 생존율,1,서울,서대문구,서비스업,57.1
5년 생존율,1,서울,서대문구,서비스업,43.6
1년 생존율,1,서울,서대문구,소매업,75.8
3년 생존율,1,서울,서대문구,소매업,52.3
5년 생존율,1,서울,서대문구,소매업,35
1년 생존율,1,서울,서대문구,외식업,68.1
3년 생존율,1,서울,서대문구,외식업,39
5년 생존율,1,서울,서대문구,외식업,25.4
1년 생존율,2,서울,서대문구,서비스업,86.3
3년 생존율,2,서울,서대문구,서비스업,59.1
5년 생존율,2,서울,서대문구,서비스업,44.9
1년 생존율,2,서울,서대문구,소매업,77.7
3년 생존율,2,서울,서대문구,소매업,52.7
5년 생존율,2,서울,서대문구,소매업,35.3
1년 생존율,2,서울,서대문구,외식업,68.8
3년 생존율,2,서울,서대문구,외식업,39.7
5년 생존율,2,서울,서대문구,외식업,25.4
1년 생존율,3,서울,서대문구,서비스업,87.5
3년 생존율,3,서울,서대문구,서비스업,58.8
5년 생존율,3,서울,서대문구,서비스업,44.4
1년 생존율,3,서울,서대문구,소매업,78.8
3년 생존율,3,서울,서대문구,소매업,53.5
5년 생존율,3,서울,서대문구,소매업,36
1년 생존율,3,서울,서대문구,외식업,71.1
3년 생존율,3,서울,서대문구,외식업,40
5년 생존율,3,서울,서대문구,외식업,26
1년 생존율,4,서울,서대문구,서비스업,84.7
3년 생존율,4,서울,서대문구,서비스업,58.9
5년 생존율,4,서울,서대문구,서비스업,43
1년 생존율,4,서울,서대문구,소매업,77.9
3년 생존율,4,서울,서대문구,소매업,54.9
5년 생존율,4,서울,서대문구,소매업,36
1년 생존율,4,서울,서대문구,외식업,72.3
3년 생존율,4,서울,서대문구,외식업,38.6
5년 생존율,4,서울,서대문구,외식업,27.8
1년 생존율,1,서울,서대문구,서비스업,82.6
3년 생존율,1,서울,서대문구,서비스업,57.3
5년 생존율,1,서울,서대문구,서비스업,42
1년 생존율,1,서울,서대문구,소매업,76.5
3년 생존율,1,서울,서대문구,소매업,52.5
5년 생존율,1,서울,서대문구,소매업,34.7
1년 생존율,1,서울,서대문구,외식업,71.4
3년 생존율,1,서울,서대문구,외식업,38.7
5년 생존율,1,서울,서대문구,외식업,27.5
1년 생존율,2,서울,서대문구,서비스업,79.3
3년 생존율,2,서울,서대문구,서비스업,54.9
5년 생존율,2,서울,서대문구,서비스업,42
1년 생존율,2,서울,서대문구,소매업,76.1
3년 생존율,2,서울,서대문구,소매업,53.9
5년 생존율,2,서울,서대문구,소매업,35.6
1년 생존율,2,서울,서대문구,외식업,72.9
3년 생존율,2,서울,서대문구,외식업,38.4
5년 생존율,2,서울,서대문구,외식업,27.1
1년 생존율,3,서울,서대문구,서비스업,78.8
3년 생존율,3,서울,서대문구,서비스업,55.5
5년 생존율,3,서울,서대문구,서비스업,40.8
1년 생존율,3,서울,서대문구,소매업,74.8
3년 생존율,3,서울,서대문구,소매업,53.5
5년 생존율,3,서울,서대문구,소매업,37.2
1년 생존율,3,서울,서대문구,외식업,71.8
3년 생존율,3,서울,서대문구,외식업,40.1
5년 생존율,3,서울,서대문구,외식업,27.7
1년 생존율,4,서울,서대문구,서비스업,77.8
3년 생존율,4,서울,서대문구,서비스업,58.8
5년 생존율,4,서울,서대문구,서비스업,41.9
1년 생존율,4,서울,서대문구,소매업,75.7
3년 생존율,4,서울,서대문구,소매업,50.9
5년 생존율,4,서울,서대문구,소매업,37.7
1년 생존율,4,서울,서대문구,외식업,70.4
3년 생존율,4,서울,서대문구,외식업,41.9
5년 생존율,4,서울,서대문구,외식업,26.5
1년 생존율,1,서울,서대문구,서비스업,81
3년 생존율,1,서울,서대문구,서비스업,58.5
5년 생존율,1,서울,서대문구,서비스업,44.7
1년 생존율,1,서울,서대문구,소매업,75
3년 생존율,1,서울,서대문구,소매업,55.7
5년 생존율,1,서울,서대문구,소매업,40.2
1년 생존율,1,서울,서대문구,외식업,72
3년 생존율,1,서울,서대문구,외식업,43.2
5년 생존율,1,서울,서대문구,외식업,27.6
1년 생존율,2,서울,서대문구,서비스업,80.1
3년 생존율,2,서울,서대문구,서비스업,62.8
5년 생존율,2,서울,서대문구,서비스업,46.4
1년 생존율,2,서울,서대문구,소매업,76.5
3년 생존율,2,서울,서대문구,소매업,55
5년 생존율,2,서울,서대문구,소매업,41.1
1년 생존율,2,서울,서대문구,외식업,71.1
3년 생존율,2,서울,서대문구,외식업,42.5
5년 생존율,2,서울,서대문구,외식업,27.4
1년 생존율,3,서울,서대문구,서비스업,82.4
3년 생존율,3,서울,서대문구,서비스업,62.9
5년 생존율,3,서울,서대문구,서비스업,45.9
1년 생존율,3,서울,서대문구,소매업,78.8
3년 생존율,3,서울,서대문구,소매업,55.6
5년 생존율,3,서울,서대문구,소매업,42
1년 생존율,3,서울,서대문구,외식업,72.2
3년 생존율,3,서울,서대문구,외식업,43.2
5년 생존율,3,서울,서대문구,외식업,26.2
1년 생존율,4,서울,서대문구,서비스업,82.5
3년 생존율,4,서울,서대문구,서비스업,58.4
5년 생존율,4,서울,서대문구,서비스업,44.9
1년 생존율,4,서울,서대문구,소매업,76.1
3년 생존율,4,서울,서대문구,소매업,54.6
5년 생존율,4,서울,서대문구,소매업,42.7
1년 생존율,4,서울,서대문구,외식업,68.9
3년 생존율,4,서울,서대문구,외식업,43
5년 생존율,4,서울,서대문구,외식업,23.1
1년 생존율,1,서울,서대문구,서비스업,81.3
3년 생존율,1,서울,서대문구,서비스업,58.9
5년 생존율,1,서울,서대문구,서비스업,44.6
1년 생존율,1,서울,서대문구,소매업,76.1
3년 생존율,1,서울,서대문구,소매업,54.6
5년 생존율,1,서울,서대문구,소매업,41.6
1년 생존율,1,서울,서대문구,외식업,71.9
3년 생존율,1,서울,서대문구,외식업,41.8
5년 생존율,1,서울,서대문구,외식업,23.7
1년 생존율,2,서울,서대문구,서비스업,81.9
3년 생존율,2,서울,서대문구,서비스업,58.1
5년 생존율,2,서울,서대문구,서비스업,44
1년 생존율,2,서울,서대문구,소매업,76
3년 생존율,2,서울,서대문구,소매업,54.1
5년 생존율,2,서울,서대문구,소매업,42.4
1년 생존율,2,서울,서대문구,외식업,73
3년 생존율,2,서울,서대문구,외식업,42.8
5년 생존율,2,서울,서대문구,외식업,25.5
1년 생존율,3,서울,서대문구,서비스업,81.9
3년 생존율,3,서울,서대문구,서비스업,57.1
5년 생존율,3,서울,서대문구,서비스업,43.5
1년 생존율,3,서울,서대문구,소매업,77.6
3년 생존율,3,서울,서대문구,소매업,53.7
5년 생존율,3,서울,서대문구,소매업,41.1
1년 생존율,3,서울,서대문구,외식업,72
3년 생존율,3,서울,서대문구,외식업,42.5
5년 생존율,3,서울,서대문구,외식업,26.2
1년 생존율,4,서울,서대문구,서비스업,82.5
3년 생존율,4,서울,서대문구,서비스업,58.6
5년 생존율,4,서울,서대문구,서비스업,44.7
1년 생존율,4,서울,서대문구,소매업,73.2
3년 생존율,4,서울,서대문구,소매업,51.2
5년 생존율,4,서울,서대문구,소매업,40.3
1년 생존율,4,서울,서대문구,외식업,67.5
3년 생존율,4,서울,서대문구,외식업,41.9
5년 생존율,4,서울,서대문구,외식업,28.5
1년 생존율,1,서울,서대문구,서비스업,84.7
3년 생존율,1,서울,서대문구,서비스업,58.4
5년 생존율,1,서울,서대문구,서비스업,49
1년 생존율,1,서울,서대문구,소매업,78.3
3년 생존율,1,서울,서대문구,소매업,55.2
5년 생존율,1,서울,서대문구,소매업,45
1년 생존율,1,서울,서대문구,외식업,72.7
3년 생존율,1,서울,서대문구,외식업,43.5
5년 생존율,1,서울,서대문구,외식업,34.3
1년 생존율,2,서울,서대문구,서비스업,84.9
3년 생존율,2,서울,서대문구,서비스업,58.4
5년 생존율,2,서울,서대문구,서비스업,47.1
1년 생존율,2,서울,서대문구,소매업,78.3
3년 생존율,2,서울,서대문구,소매업,55.1
5년 생존율,2,서울,서대문구,소매업,44
1년 생존율,2,서울,서대문구,외식업,72.6
3년 생존율,2,서울,서대문구,외식업,43.5
5년 생존율,2,서울,서대문구,외식업,32.4
1년 생존율,3,서울,서대문구,서비스업,84.9
3년 생존율,3,서울,서대문구,서비스업,58.4
5년 생존율,3,서울,서대문구,서비스업,45.4
1년 생존율,3,서울,서대문구,소매업,78.3
3년 생존율,3,서울,서대문구,소매업,55.1
5년 생존율,3,서울,서대문구,소매업,42.5
1년 생존율,3,서울,서대문구,외식업,72.6
3년 생존율,3,서울,서대문구,외식업,43.5
5년 생존율,3,서울,서대문구,외식업,31.2
1년 생존율,1,서울,서초구,서비스업,80.6
3년 생존율,1,서울,서초구,서비스업,58.8
5년 생존율,1,서울,서초구,서비스업,46
1년 생존율,1,서울,서초구,소매업,76.2
3년 생존율,1,서울,서초구,소매업,59.2
5년 생존율,1,서울,서초구,소매업,44.6
1년 생존율,1,서울,서초구,외식업,69.9
3년 생존율,1,서울,서초구,외식업,42.9
5년 생존율,1,서울,서초구,외식업,26.8
1년 생존율,2,서울,서초구,서비스업,81.7
3년 생존율,2,서울,서초구,서비스업,59.9
5년 생존율,2,서울,서초구,서비스업,45.8
1년 생존율,2,서울,서초구,소매업,77.4
3년 생존율,2,서울,서초구,소매업,58
5년 생존율,2,서울,서초구,소매업,44.8
1년 생존율,2,서울,서초구,외식업,70.3
3년 생존율,2,서울,서초구,외식업,43.2
5년 생존율,2,서울,서초구,외식업,27.7
1년 생존율,3,서울,서초구,서비스업,83.2
3년 생존율,3,서울,서초구,서비스업,60.4
5년 생존율,3,서울,서초구,서비스업,45.5
1년 생존율,3,서울,서초구,소매업,79.3
3년 생존율,3,서울,서초구,소매업,57.8
5년 생존율,3,서울,서초구,소매업,44.8
1년 생존율,3,서울,서초구,외식업,70.6
3년 생존율,3,서울,서초구,외식업,43.7
5년 생존율,3,서울,서초구,외식업,27.4
1년 생존율,4,서울,서초구,서비스업,82.1
3년 생존율,4,서울,서초구,서비스업,59.4
5년 생존율,4,서울,서초구,서비스업,45.6
1년 생존율,4,서울,서초구,소매업,76.6
3년 생존율,4,서울,서초구,소매업,56.4
5년 생존율,4,서울,서초구,소매업,43
1년 생존율,4,서울,서초구,외식업,71
3년 생존율,4,서울,서초구,외식업,41.4
5년 생존율,4,서울,서초구,외식업,28.4
1년 생존율,1,서울,서초구,서비스업,82.2
3년 생존율,1,서울,서초구,서비스업,59.9
5년 생존율,1,서울,서초구,서비스업,45.3
1년 생존율,1,서울,서초구,소매업,76.5
3년 생존율,1,서울,서초구,소매업,56.7
5년 생존율,1,서울,서초구,소매업,42.1
1년 생존율,1,서울,서초구,외식업,70.3
3년 생존율,1,서울,서초구,외식업,41.6
5년 생존율,1,서울,서초구,외식업,28.7
1년 생존율,2,서울,서초구,서비스업,81.4
3년 생존율,2,서울,서초구,서비스업,59.7
5년 생존율,2,서울,서초구,서비스업,46.2
1년 생존율,2,서울,서초구,소매업,76.1
3년 생존율,2,서울,서초구,소매업,56.7
5년 생존율,2,서울,서초구,소매업,43.6
1년 생존율,2,서울,서초구,외식업,69.6
3년 생존율,2,서울,서초구,외식업,40.7
5년 생존율,2,서울,서초구,외식업,28.9
1년 생존율,3,서울,서초구,서비스업,80.6
3년 생존율,3,서울,서초구,서비스업,60.3
5년 생존율,3,서울,서초구,서비스업,46.6
1년 생존율,3,서울,서초구,소매업,77.4
3년 생존율,3,서울,서초구,소매업,55.8
5년 생존율,3,서울,서초구,소매업,44.3
1년 생존율,3,서울,서초구,외식업,70.7
3년 생존율,3,서울,서초구,외식업,38.3
5년 생존율,3,서울,서초구,외식업,27.9
1년 생존율,4,서울,서초구,서비스업,79.9
3년 생존율,4,서울,서초구,서비스업,61.4
5년 생존율,4,서울,서초구,서비스업,46.3
1년 생존율,4,서울,서초구,소매업,78.7
3년 생존율,4,서울,서초구,소매업,56.3
5년 생존율,4,서울,서초구,소매업,45.1
1년 생존율,4,서울,서초구,외식업,70.5
3년 생존율,4,서울,서초구,외식업,40.8
5년 생존율,4,서울,서초구,외식업,28.6
1년 생존율,1,서울,서초구,서비스업,81.9
3년 생존율,1,서울,서초구,서비스업,62.7
5년 생존율,1,서울,서초구,서비스업,47.7
1년 생존율,1,서울,서초구,소매업,80.3
3년 생존율,1,서울,서초구,소매업,56
5년 생존율,1,서울,서초구,소매업,45.2
1년 생존율,1,서울,서초구,외식업,71.3
3년 생존율,1,서울,서초구,외식업,41.3
5년 생존율,1,서울,서초구,외식업,28.1
1년 생존율,2,서울,서초구,서비스업,81.6
3년 생존율,2,서울,서초구,서비스업,63.2
5년 생존율,2,서울,서초구,서비스업,48.4
1년 생존율,2,서울,서초구,소매업,80.6
3년 생존율,2,서울,서초구,소매업,56.6
5년 생존율,2,서울,서초구,소매업,43.1
1년 생존율,2,서울,서초구,외식업,71.5
3년 생존율,2,서울,서초구,외식업,42.3
5년 생존율,2,서울,서초구,외식업,28.8
1년 생존율,3,서울,서초구,서비스업,82.9
3년 생존율,3,서울,서초구,서비스업,63.7
5년 생존율,3,서울,서초구,서비스업,48.8
1년 생존율,3,서울,서초구,소매업,80.5
3년 생존율,3,서울,서초구,소매업,58.4
5년 생존율,3,서울,서초구,소매업,43.4
1년 생존율,3,서울,서초구,외식업,71.5
3년 생존율,3,서울,서초구,외식업,43.4
5년 생존율,3,서울,서초구,외식업,29.7
1년 생존율,4,서울,서초구,서비스업,80.3
3년 생존율,4,서울,서초구,서비스업,61.7
5년 생존율,4,서울,서초구,서비스업,47.7
1년 생존율,4,서울,서초구,소매업,79.6
3년 생존율,4,서울,서초구,소매업,56.2
5년 생존율,4,서울,서초구,소매업,43.2
1년 생존율,4,서울,서초구,외식업,73
3년 생존율,4,서울,서초구,외식업,43.8
5년 생존율,4,서울,서초구,외식업,27.1
1년 생존율,1,서울,서초구,서비스업,78.7
3년 생존율,1,서울,서초구,서비스업,61.1
5년 생존율,1,서울,서초구,서비스업,48.9
1년 생존율,1,서울,서초구,소매업,79.5
3년 생존율,1,서울,서초구,소매업,55.4
5년 생존율,1,서울,서초구,소매업,44.2
1년 생존율,1,서울,서초구,외식업,73.4
3년 생존율,1,서울,서초구,외식업,44
5년 생존율,1,서울,서초구,외식업,28
1년 생존율,2,서울,서초구,서비스업,80.5
3년 생존율,2,서울,서초구,서비스업,58.9
5년 생존율,2,서울,서초구,서비스업,48
1년 생존율,2,서울,서초구,소매업,77
3년 생존율,2,서울,서초구,소매업,55.4
5년 생존율,2,서울,서초구,소매업,43.9
1년 생존율,2,서울,서초구,외식업,75.3
3년 생존율,2,서울,서초구,외식업,44.1
5년 생존율,2,서울,서초구,외식업,27.9
1년 생존율,3,서울,서초구,서비스업,81.7
3년 생존율,3,서울,서초구,서비스업,58.1
5년 생존율,3,서울,서초구,서비스업,48.9
1년 생존율,3,서울,서초구,소매업,79.7
3년 생존율,3,서울,서초구,소매업,56.4
5년 생존율,3,서울,서초구,소매업,42.7
1년 생존율,3,서울,서초구,외식업,75.8
3년 생존율,3,서울,서초구,외식업,45.1
5년 생존율,3,서울,서초구,외식업,25.4
1년 생존율,4,서울,서초구,서비스업,80.1
3년 생존율,4,서울,서초구,서비스업,61.4
5년 생존율,4,서울,서초구,서비스업,49.9
1년 생존율,4,서울,서초구,소매업,75.8
3년 생존율,4,서울,서초구,소매업,56.2
5년 생존율,4,서울,서초구,소매업,43.6
1년 생존율,4,서울,서초구,외식업,69.4
3년 생존율,4,서울,서초구,외식업,40.9
5년 생존율,4,서울,서초구,외식업,27.7
1년 생존율,1,서울,서초구,서비스업,82.3
3년 생존율,1,서울,서초구,서비스업,62.1
5년 생존율,1,서울,서초구,서비스업,53.5
1년 생존율,1,서울,서초구,소매업,77
3년 생존율,1,서울,서초구,소매업,57
5년 생존율,1,서울,서초구,소매업,48.7
1년 생존율,1,서울,서초구,외식업,71.4
3년 생존율,1,서울,서초구,외식업,44.3
5년 생존율,1,서울,서초구,외식업,32.9
1년 생존율,2,서울,서초구,서비스업,82.3
3년 생존율,2,서울,서초구,서비스업,62.1
5년 생존율,2,서울,서초구,서비스업,52.3
1년 생존율,2,서울,서초구,소매업,77
3년 생존율,2,서울,서초구,소매업,56.9
5년 생존율,2,서울,서초구,소매업,47.3
1년 생존율,2,서울,서초구,외식업,71.5
3년 생존율,2,서울,서초구,외식업,44.5
5년 생존율,2,서울,서초구,외식업,31.5
1년 생존율,3,서울,서초구,서비스업,82.3
3년 생존율,3,서울,서초구,서비스업,62.1
5년 생존율,3,서울,서초구,서비스업,51.4
1년 생존율,3,서울,서초구,소매업,77.1
3년 생존율,3,서울,서초구,소매업,56.9
5년 생존율,3,서울,서초구,소매업,46.5
1년 생존율,3,서울,서초구,외식업,71.5
3년 생존율,3,서울,서초구,외식업,44.5
5년 생존율,3,서울,서초구,외식업,30.1
1년 생존율,1,서울,성동구,서비스업,81.1
3년 생존율,1,서울,성동구,서비스업,55.8
5년 생존율,1,서울,성동구,서비스업,43.9
1년 생존율,1,서울,성동구,소매업,79.5
3년 생존율,1,서울,성동구,소매업,57.1
5년 생존율,1,서울,성동구,소매업,43.8
1년 생존율,1,서울,성동구,외식업,68.4
3년 생존율,1,서울,성동구,외식업,43.4
5년 생존율,1,서울,성동구,외식업,30.7
1년 생존율,2,서울,성동구,서비스업,82.5
3년 생존율,2,서울,성동구,서비스업,51.1
5년 생존율,2,서울,성동구,서비스업,44.2
1년 생존율,2,서울,성동구,소매업,80.8
3년 생존율,2,서울,성동구,소매업,55.4
5년 생존율,2,서울,성동구,소매업,44.9
1년 생존율,2,서울,성동구,외식업,68.1
3년 생존율,2,서울,성동구,외식업,44.7
5년 생존율,2,서울,성동구,외식업,29.6
1년 생존율,3,서울,성동구,서비스업,81.8
3년 생존율,3,서울,성동구,서비스업,53.4
5년 생존율,3,서울,성동구,서비스업,44.3
1년 생존율,3,서울,성동구,소매업,79.8
3년 생존율,3,서울,성동구,소매업,55.7
5년 생존율,3,서울,성동구,소매업,45.6
1년 생존율,3,서울,성동구,외식업,67.4
3년 생존율,3,서울,성동구,외식업,46.8
5년 생존율,3,서울,성동구,외식업,31.5
1년 생존율,4,서울,성동구,서비스업,83.5
3년 생존율,4,서울,성동구,서비스업,52.1
5년 생존율,4,서울,성동구,서비스업,44.4
1년 생존율,4,서울,성동구,소매업,77.6
3년 생존율,4,서울,성동구,소매업,57.6
5년 생존율,4,서울,성동구,소매업,42.6
1년 생존율,4,서울,성동구,외식업,69.6
3년 생존율,4,서울,성동구,외식업,46.4
5년 생존율,4,서울,성동구,외식업,32.3
1년 생존율,1,서울,성동구,서비스업,84.2
3년 생존율,1,서울,성동구,서비스업,58.5
5년 생존율,1,서울,성동구,서비스업,46.2
1년 생존율,1,서울,성동구,소매업,78.8
3년 생존율,1,서울,성동구,소매업,59
5년 생존율,1,서울,성동구,소매업,42
1년 생존율,1,서울,성동구,외식업,69.8
3년 생존율,1,서울,성동구,외식업,45.9
5년 생존율,1,서울,성동구,외식업,29.3
1년 생존율,2,서울,성동구,서비스업,82.9
3년 생존율,2,서울,성동구,서비스업,63.4
5년 생존율,2,서울,성동구,서비스업,45.7
1년 생존율,2,서울,성동구,소매업,78.4
3년 생존율,2,서울,성동구,소매업,59.4
5년 생존율,2,서울,성동구,소매업,42.9
1년 생존율,2,서울,성동구,외식업,70.6
3년 생존율,2,서울,성동구,외식업,44.3
5년 생존율,2,서울,성동구,외식업,29.5
1년 생존율,3,서울,성동구,서비스업,82
3년 생존율,3,서울,성동구,서비스업,64
5년 생존율,3,서울,성동구,서비스업,44.3
1년 생존율,3,서울,성동구,소매업,81.8
3년 생존율,3,서울,성동구,소매업,60.9
5년 생존율,3,서울,성동구,소매업,44.4
1년 생존율,3,서울,성동구,외식업,72
3년 생존율,3,서울,성동구,외식업,43.8
5년 생존율,3,서울,성동구,외식업,28.7
1년 생존율,4,서울,성동구,서비스업,82.9
3년 생존율,4,서울,성동구,서비스업,65
5년 생존율,4,서울,성동구,서비스업,45.3
1년 생존율,4,서울,성동구,소매업,81.2
3년 생존율,4,서울,성동구,소매업,62.1
5년 생존율,4,서울,성동구,소매업,43.3
1년 생존율,4,서울,성동구,외식업,72.7
3년 생존율,4,서울,성동구,외식업,39.7
5년 생존율,4,서울,성동구,외식업,29.4
1년 생존율,1,서울,성동구,서비스업,83
3년 생존율,1,서울,성동구,서비스업,64.8
5년 생존율,1,서울,성동구,서비스업,42.4
1년 생존율,1,서울,성동구,소매업,82.3
3년 생존율,1,서울,성동구,소매업,60.9
5년 생존율,1,서울,성동구,소매업,43.1
1년 생존율,1,서울,성동구,외식업,72.2
3년 생존율,1,서울,성동구,외식업,38
5년 생존율,1,서울,성동구,외식업,30.8
1년 생존율,2,서울,성동구,서비스업,83.6
3년 생존율,2,서울,성동구,서비스업,62.6
5년 생존율,2,서울,성동구,서비스업,40.3
1년 생존율,2,서울,성동구,소매업,81.9
3년 생존율,2,서울,성동구,소매업,59.3
5년 생존율,2,서울,성동구,소매업,43.2
1년 생존율,2,서울,성동구,외식업,71.8
3년 생존율,2,서울,성동구,외식업,40.4
5년 생존율,2,서울,성동구,외식업,31.7
1년 생존율,3,서울,성동구,서비스업,82.4
3년 생존율,3,서울,성동구,서비스업,59.7
5년 생존율,3,서울,성동구,서비스업,42.4
1년 생존율,3,서울,성동구,소매업,81.5
3년 생존율,3,서울,성동구,소매업,56.5
5년 생존율,3,서울,성동구,소매업,43
1년 생존율,3,서울,성동구,외식업,72.2
3년 생존율,3,서울,성동구,외식업,39
5년 생존율,3,서울,성동구,외식업,32.3
1년 생존율,4,서울,성동구,서비스업,81
3년 생존율,4,서울,성동구,서비스업,57.1
5년 생존율,4,서울,성동구,서비스업,41.1
1년 생존율,4,서울,성동구,소매업,79.3
3년 생존율,4,서울,성동구,소매업,54.6
5년 생존율,4,서울,성동구,소매업,45.2
1년 생존율,4,서울,성동구,외식업,73.6
3년 생존율,4,서울,성동구,외식업,40.7
5년 생존율,4,서울,성동구,외식업,30.2
1년 생존율,1,서울,성동구,서비스업,78.9
3년 생존율,1,서울,성동구,서비스업,57.6
5년 생존율,1,서울,성동구,서비스업,46.8
1년 생존율,1,서울,성동구,소매업,79.2
3년 생존율,1,서울,성동구,소매업,56.9
5년 생존율,1,서울,성동구,소매업,47.9
1년 생존율,1,서울,성동구,외식업,73.6
3년 생존율,1,서울,성동구,외식업,41.3
5년 생존율,1,서울,성동구,외식업,31
1년 생존율,2,서울,성동구,서비스업,77.3
3년 생존율,2,서울,성동구,서비스업,59.8
5년 생존율,2,서울,성동구,서비스업,50.6
1년 생존율,2,서울,성동구,소매업,79.5
3년 생존율,2,서울,성동구,소매업,58.9
5년 생존율,2,서울,성동구,소매업,48.4
1년 생존율,2,서울,성동구,외식업,75.5
3년 생존율,2,서울,성동구,외식업,42.6
5년 생존율,2,서울,성동구,외식업,30.6
1년 생존율,3,서울,성동구,서비스업,79.5
3년 생존율,3,서울,성동구,서비스업,59.8
5년 생존율,3,서울,성동구,서비스업,50.9
